10;10;0;sekund;
100;10;0;sekund;
1000;10;0.003;sekund;
10000;10;0.17;sekund;
100000;10;39.636;sekund;
150000;10;144.044;sekund;
10;1;0;sekund;
100;1;0;sekund;
1000;1;0.01;sekund;
10000;1;0.51;sekund;
50000;1;15.3;sekund;
100000;1;76.11;sekund;
