Ilosc elementow;10;Ilosc powtorzen algorytmu;10;Sredni czas wykonywania algorytmu;0.00000000;sekund
Ilosc elementow;10;Ilosc powtorzen algorytmu;100;Sredni czas wykonywania algorytmu;0.00000000;sekund
Ilosc elementow;10;Ilosc powtorzen algorytmu;1000;Sredni czas wykonywania algorytmu;0.00000000;sekund
Ilosc elementow;10;Ilosc powtorzen algorytmu;10000;Sredni czas wykonywania algorytmu;0.00000300;sekund
Ilosc elementow;10;Ilosc powtorzen algorytmu;100000;Sredni czas wykonywania algorytmu;0.00000240;sekund
