10;10;0;sekund
100;10;0;sekund
1000;10;0.001;sekund
10000;10;0.006;sekund
100000;10;0.075;sekund
150000;10;0.119;sekund
200000;10;0.161;sekund
300000;10;0.248;sekund
500000;10;0.993;sekund
10;1;0;sekund
100;1;0;sekund
1000;1;0;sekund
10000;1;0.01;sekund
50000;1;0.08;sekund
60000;1;0.1;sekund
80000;1;0.13;sekund
100000;1;0.18;sekund
